date,area,cases,hosp_admissions,retail_google,wk_periods,freq_alpha,serop,pol_dist_restric,N
13/12/2020,ROI,429,10,0.75,40,NA,NA,within_county,4921500
14/12/2020,ROI,264,12,0.92,40,0.075,NA,within_county,4921500
15/12/2020,ROI,329,14,0.92,40,NA,NA,within_county,4921500
16/12/2020,ROI,431,9,0.89,40,NA,NA,within_county,4921500
17/12/2020,ROI,484,10,0.9,41,NA,NA,within_county,4921500
18/12/2020,ROI,582,13,0.87,41,NA,NA,no_restric,4921500
19/12/2020,ROI,527,12,0.79,41,NA,NA,no_restric,4921500
20/12/2020,ROI,764,13,0.88,41,NA,NA,no_restric,4921500
21/12/2020,ROI,727,8,1.12,41,0.163,NA,no_restric,4921500
22/12/2020,ROI,970,11,1.22,41,NA,NA,no_restric,4921500
23/12/2020,ROI,938,14,1.18,41,NA,NA,no_restric,4921500
24/12/2020,ROI,922,24,0.82,42,NA,NA,no_restric,4921500
25/12/2020,ROI,1025,14,0.06,42,NA,NA,no_restric,4921500
26/12/2020,ROI,1296,19,0.18,42,NA,NA,no_restric,4921500
27/12/2020,ROI,744,31,0.44,42,NA,NA,within_county,4921500
28/12/2020,ROI,765,39,0.62,42,0.262,NA,within_county,4921500
29/12/2020,ROI,1546,36,0.71,42,NA,NA,within_county,4921500
30/12/2020,ROI,1720,60,0.74,42,NA,NA,within_county,4921500
31/12/2020,ROI,1620,51,0.62,43,NA,NA,5km,4921500
01/01/2021,ROI,1754,45,0.18,43,NA,NA,5km,4921500
02/01/2021,ROI,3394,74,0.32,43,NA,NA,5km,4921500
03/01/2021,ROI,4962,75,0.34,43,NA,NA,5km,4921500
04/01/2021,ROI,6110,53,0.47,43,0.463,NA,5km,4921500
05/01/2021,ROI,5325,79,0.48,43,NA,NA,5km,4921500
06/01/2021,ROI,7836,100,0.45,43,NA,NA,5km,4921500
07/01/2021,ROI,6521,109,0.4,44,NA,NA,5km,4921500
08/01/2021,ROI,8248,104,0.39,44,NA,NA,5km,4921500
09/01/2021,ROI,4842,112,0.36,44,NA,NA,5km,4921500
10/01/2021,ROI,6888,134,0.33,44,NA,NA,5km,4921500
11/01/2021,ROI,4929,105,0.42,44,0.577,NA,5km,4921500
12/01/2021,ROI,3086,158,0.42,44,NA,NA,5km,4921500
13/01/2021,ROI,3569,126,0.41,44,NA,NA,5km,4921500
14/01/2021,ROI,3955,151,0.41,45,NA,NA,5km,4921500
15/01/2021,ROI,3498,129,0.39,45,NA,NA,5km,4921500
16/01/2021,ROI,3231,116,0.37,45,NA,NA,5km,4921500
17/01/2021,ROI,2944,109,0.33,45,NA,NA,5km,4921500
18/01/2021,ROI,2121,107,0.42,45,0.695,NA,5km,4921500
19/01/2021,ROI,2001,114,0.41,45,NA,NA,5km,4921500
20/01/2021,ROI,2488,132,0.4,45,NA,NA,5km,4921500
21/01/2021,ROI,2608,114,0.42,46,NA,NA,5km,4921500
22/01/2021,ROI,2371,132,0.41,46,NA,NA,5km,4921500
23/01/2021,ROI,1910,115,0.39,46,NA,NA,5km,4921500
24/01/2021,ROI,1378,81,0.32,46,NA,NA,5km,4921500
25/01/2021,ROI,1372,66,0.44,46,0.75,NA,5km,4921500
26/01/2021,ROI,928,95,0.44,46,NA,NA,5km,4921500
27/01/2021,ROI,1335,88,0.42,46,NA,NA,5km,4921500
28/01/2021,ROI,1466,76,0.43,47,NA,NA,5km,4921500
29/01/2021,ROI,1254,109,0.44,47,NA,NA,5km,4921500
30/01/2021,ROI,1414,105,0.37,47,NA,NA,5km,4921500
31/01/2021,ROI,1247,75,0.33,47,NA,NA,5km,4921500
01/02/2021,ROI,1062,54,0.47,47,0.901,NA,5km,4921500
02/02/2021,ROI,879,74,0.47,47,NA,NA,5km,4921500
03/02/2021,ROI,1013,71,0.46,47,NA,NA,5km,4921500
04/02/2021,ROI,1318,92,0.46,48,NA,NA,5km,4921500
05/02/2021,ROI,1047,78,0.46,48,NA,NA,5km,4921500
06/02/2021,ROI,827,51,0.41,48,NA,NA,5km,4921500
07/02/2021,ROI,1024,45,0.35,48,NA,NA,5km,4921500
08/02/2021,ROI,829,47,0.47,48,0.886,NA,5km,4921500
09/02/2021,ROI,556,55,0.46,48,NA,NA,5km,4921500
10/02/2021,ROI,1006,45,0.47,48,NA,NA,5km,4921500
11/02/2021,ROI,867,52,0.43,49,NA,NA,5km,4921500
12/02/2021,ROI,921,48,0.46,49,NA,NA,5km,4921500
13/02/2021,ROI,1078,55,0.42,49,NA,NA,5km,4921500
14/02/2021,ROI,788,40,0.39,49,NA,NA,5km,4921500
15/02/2021,ROI,821,41,0.52,49,0.908,NA,5km,4921500
16/02/2021,ROI,744,45,0.52,49,NA,NA,5km,4921500
17/02/2021,ROI,650,39,0.5,49,NA,NA,5km,4921500
18/02/2021,ROI,901,42,0.5,50,NA,NA,5km,4921500
19/02/2021,ROI,763,50,0.46,50,NA,NA,5km,4921500
20/02/2021,ROI,988,45,0.42,50,NA,NA,5km,4921500
21/02/2021,ROI,679,37,0.46,50,NA,NA,5km,4921500
22/02/2021,ROI,686,32,0.54,50,NA,NA,5km,4921500
23/02/2021,ROI,575,43,0.45,50,NA,NA,5km,4921500
24/02/2021,ROI,574,31,0.5,50,NA,NA,5km,4921500
25/02/2021,ROI,613,19,0.53,51,NA,NA,5km,4921500
26/02/2021,ROI,776,27,0.53,51,NA,NA,5km,4921500
27/02/2021,ROI,738,34,0.48,51,NA,NA,5km,4921500
28/02/2021,ROI,612,19,0.5,51,NA,NA,5km,4921500
